1.0,242.0872811629099,300.04408889089694,299.7247091488457,200.67032724325324,290.15250028695135,326.9655081852664,311.27233301117167,205.94659558579812,301.3935621681714,323.2726920925304,307.5351385260288,190.04025914951072,278.77393339900635,309.2152677907177,289.0333916005509
242.0872811629099,1.0,376.2823827274952,375.88185168961286,251.6587117477067,363.87743736559474,410.0442736413829,390.3636148125548,258.2756287187468,377.9747440803781,405.413148784081,385.6768354436168,238.32764641775975,349.60768695509086,387.78386926436053,362.4739740125708
300.04408889089694,376.2823827274952,1.0,465.8696945129404,311.906963947374,450.99136822823556,508.21075728826,483.81845828476725,320.10800125220624,468.46363496085377,502.4709198557678,478.0096423947688,295.38438030871816,433.30537398660124,480.62110979599055,449.2519092982704
299.7247091488457,375.88185168961286,465.8696945129404,1.0,311.5749568544906,450.5113137556262,507.6697960542948,483.3034612555713,319.76726462497794,467.9649822613547,501.9360683498942,477.5008285172804,295.06996055948173,432.8441452415698,480.10951616107366,448.7737063800323
200.67032724325327,251.65871174770672,311.906963947374,311.57495685449067,1.0,301.6242905526817,339.89277825986443,323.579140349717,214.08912804085176,313.3097914931479,336.0539589044859,319.6941880087107,197.55390108901557,289.795848055414,321.44074472284353,300.4609355471137
290.15250028695135,363.8774373655947,450.99136822823556,450.5113137556262,301.62429055268166,1.0,491.4565137576599,467.86835853096625,309.55496330060873,453.0197394651265,485.9059022177544,462.25104255443824,285.64640886310275,419.02054499630987,464.77641740412537,434.44136901153456
326.96550818526634,410.04427364138286,508.21075728825997,507.6697960542948,339.89277825986443,491.4565137576599,1.0,527.2290104672361,348.8296526370025,510.49647749264403,547.5550618785871,520.8989992797182,321.8877078186631,472.18364583897085,523.7447802751245,489.5609820872784
311.27233301117167,390.3636148125548,483.81845828476725,483.3034612555713,323.579140349717,467.86835853096625,527.2290104672361,1.0,332.08707671474576,485.99447209300735,521.2743769488055,495.89771003340616,306.4382489041044,449.52051935317974,498.60690371746,466.06380560239893
205.9465955857981,258.27562871874676,320.1080012522062,319.7672646249779,214.08912804085173,309.5549633006087,348.8296526370025,332.08707671474576,1.0,321.54771364623593,344.8898983735298,328.0999764810702,202.7482285642415,297.4155130048921,329.8924557888711,308.3610199501103
301.3935621681714,377.97474408037806,468.4636349608537,467.9649822613547,313.3097914931479,453.01973946512646,510.49647749264403,485.99447209300735,321.54771364623593,1.0,504.73082466328907,480.159530569789,296.7128961585866,435.25420099151165,482.78274326312913,451.2724571737627
323.27269209253035,405.413148784081,502.47091985576776,501.93606834989413,336.0539589044859,485.9059022177544,547.5550618785871,521.2743769488054,344.8898983735298,504.73082466328907,1.0,515.015858217205,318.25224145377325,466.8507060565492,517.8294983733083,484.03177907420957
307.5351385260288,385.6768354436168,478.0096423947688,477.5008285172804,319.6941880087107,462.2510425544383,520.8989992797182,495.89771003340616,328.0999764810702,480.159530569789,515.015858217205,1.0,302.75909334677397,444.1234910030084,492.6205349554146,460.46815542953414
190.04025914951072,238.32764641775972,295.38438030871816,295.0699605594817,197.55390108901554,285.64640886310275,321.8877078186631,306.4382489041044,202.7482285642415,296.7128961585866,318.25224145377325,302.7590933467739,1.0,274.44455202459295,304.41313007025406,284.54468002367634
278.7739333990063,349.60768695509086,433.3053739866012,432.8441452415697,289.79584805541396,419.0205449963098,472.1836458389708,449.52051935317974,297.4155130048921,435.25420099151165,466.8507060565492,444.1234910030083,274.44455202459295,1.0,446.5498312187844,417.40439648398655
309.2152677907177,387.7838692643605,480.6211097959905,480.1095161610736,321.4407447228435,464.77641740412537,523.7447802751245,498.60690371746,329.8924557888711,482.78274326312913,517.8294983733083,492.6205349554146,304.41313007025406,446.5498312187844,1.0,462.983789991173
289.03339160055083,362.4739740125708,449.25190929827033,448.77370638003225,300.46093554711365,434.4413690115345,489.5609820872784,466.06380560239893,308.3610199501103,451.2724571737627,484.03177907420957,460.4681554295341,284.5446800236764,417.40439648398655,462.983789991173,1.0
